addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
"275, Jangchungdan-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,3323729,79,20240625080703,http://tong.visitkorea.or.kr/cms/resource/93/3314493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3314493_image3_1.jpg,Type3,127.0088293006,37.5689100708,6,20240627024814,24,,ABC-Mart [Tax Refund Shop] (ABC마트),04563
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323780,79,20240625081127,http://tong.visitkorea.or.kr/cms/resource/60/3312860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3312860_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240626205237,8,,ABC-Mart [Tax Refund Shop] (ABC마트),08511
"B1, Hyundai City Outlet Dongdaemun Branch, 20, Jangchungdan-ro 13-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,3326200,79,20240625133819,http://tong.visitkorea.or.kr/cms/resource/67/3313367_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3313367_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240626211225,24,,ABC-Mart [Tax Refund Shop] (ABC마트),04563
"152, Gurojungang-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3323196,79,20240625003144,http://tong.visitkorea.or.kr/cms/resource/44/3314544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3314544_image3_1.jpg,Type3,126.8827871414,37.5012129024,6,20240627024858,7,,Absorba [Tax Refund Shop] (압소바),08292
"315, Dongsomun-ro, Seongbuk-gu, Seoul",,1,A04,A0401,A04011000,3324989,79,20240625103604,http://tong.visitkorea.or.kr/cms/resource/79/3313679_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3313679_image3_1.jpg,Type3,127.0287930253,37.6084530555,6,20240627013850,17,,Absorba [Tax Refund Shop] (압소바),02730
"127, Walkerhill-ro, Gwangjin-gu, Seoul",,1,A01,A0101,A01010500,1747653,76,20121105190745,http://tong.visitkorea.or.kr/cms/resource/60/741860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/741860_image3_1.jpg,Type3,127.1012880282,37.5519609256,6,20210514223919,6,+82-2-450-1655,Achasan Ecological Park (아차산생태공원),04965
"Acheon-dong, Guri-si, Gyeonggi-do",,1,A01,A0101,A01010400,1349267,76,20110803231946,http://tong.visitkorea.or.kr/cms/resource/57/2661757_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2661757_image2_1.jpg,Type3,127.0998297997,37.5529441189,,20240307162428,6,+82-2-450-1655,Achasan Mountain (아차산),04948
"127, Walkerhill-ro, Gwangjin-gu, Seoul",,1,A02,A0207,A02070200,2456838,85,20161215014035,http://tong.visitkorea.or.kr/cms/resource/83/2580383_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2580383_image2_1.jpg,Type3,127.1012491447,37.5518942666,6,20200213183211,6,"• 1330 Travel Hotline: +82-2-1330 <br> (Korean, English, Japanese, Chinese) <br>• For more info: +82-2-450-7584",Achasan Sunrise Festival (아차산 해맞이),04965
"Gwangjang-dong, Gwangjin-gu, Seoul-si",,1,A02,A0201,A02010200,264196,76,20030109030209,http://tong.visitkorea.or.kr/cms/resource/23/741923_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/741923_image3_1.jpg,Type3,127.1048709825,37.5538246631,6,20230405215603,6,+82-2-450-7593,Achasanseong Fortress (아차산성),04963
"1F, 2F(Cheongdam-dong), 34, Seolleung-ro 152-gil, Gangnam-gu, Seoul","1F, 2F(Cheongdam-dong)",1,A04,A0401,A04011000,2953950,79,20230112151825,,,,127.0424108402,37.5242991901,6,20240418084525,1,,Acmé De La Vie - Cheongdam Branch [Tax Refund Shop] (아크메드라비 청담),06016
"9, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,3324157,79,20240625085759,http://tong.visitkorea.or.kr/cms/resource/66/3313866_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3313866_image3_1.jpg,Type3,126.9055901684,37.5172308925,6,20240627014312,20,,Acqua Di Parma [Tax Refund Shop] (아쿠아 디 파르마),07305
"2F, 300, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955384,79,20230124231729,,,,127.1040749597,37.5141653654,6,20240416162005,18,,Acredo - World Tower Branch [Tax Refund Shop] (아크레도 월드타워점),05551
"3F-035, Doosan Tower Bldg., 275, Jangchungdan-ro, Jung-gu, Seoul","3F-035, Doosan Tower Bldg.",1,A04,A0401,A04011000,2955510,79,20230125123535,http://tong.visitkorea.or.kr/cms/resource/84/2878684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2878684_image3_1.jpg,Type3,127.0088293006,37.5689100708,6,20240419151615,24,,ad be - Doota Branch [Tax Refund Shop] (애드비 두타),04563
"B1, 275, Jangchungdan-ro, Jung-gu, Seoul",B1,1,A04,A0401,A04011000,2954171,79,20230125145447,,,,127.0088293006,37.5689100708,6,20240419154746,24,,Adidas - Doota Branch [Tax Refund Shop] (아디다스 두타),04563
"470, Gangnam-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2958886,79,20230202140749,http://tong.visitkorea.or.kr/cms/resource/85/2879785_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2879785_image3_1.jpg,Type3,127.0250713153,37.5044011894,6,20240423101643,1,,Adidas - Gangnam Brand Center Branch [Tax Refund Shop] (아디다스 강남브랜드센터),06123
"6F, 517, Teheran-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2955872,79,20230125221322,,,,127.0597791462,37.5086679839,6,20240423132542,1,,Adidas - Hyundai Department Store Trade Center Branch [Tax Refund Shop] (아디다스현대무역점),06164
"3F, 66, Chungmin-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2955453,79,20230125231307,,,,127.1249768726,37.4776672007,6,20240419091206,18,,Adidas - Hyundai Garden5 Branch [Tax Refund Shop] (아디다스 현대가든파이브),05838
"2F, 10, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2956791,79,20230129194436,,,,126.9266241202,37.5258580443,6,20240418141216,20,,Adidas - IFC Mall Branch [Tax Refund Shop] (아디다스 아이에프씨몰),07326
"6F, 214, Wangsan-ro, Dongdaemun-gu, Seoul",,1,A04,A0401,A04011000,2955171,79,20230203225129,http://tong.visitkorea.or.kr/cms/resource/20/2890220_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2890220_image3_1.jpg,Type3,127.0474754499,37.5805510796,6,20240419142343,11,,Adidas - Lotte Cheongnyangni Branch [Tax Refund Shop] (아디다스 롯데 청량리점),02555
"B2F, 38, Haneul-gil, Gangseo-gu, Seoul",,1,A04,A0401,A04011000,2960467,79,20230205135631,http://tong.visitkorea.or.kr/cms/resource/64/2888964_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2888964_image3_1.jpg,Type3,126.8029675746,37.5668621822,6,20240422081054,4,,Adidas - Lotte Gimpo Branch [Tax Refund Shop] (아디다스 롯데김포),07505
"4F, 405, Hangang-daero, Jung-gu, Seoul",,1,A04,A0401,A04011000,2957694,79,20230117180232,http://tong.visitkorea.or.kr/cms/resource/74/2890074_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2890074_image3_1.jpg,Type3,126.9717664185,37.5545416306,6,20240418132622,24,,Adidas - Lotte Seoul Station Branch [Tax Refund Shop] (아디다스 롯데 서울역점),04509
"3F, 300, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2958607,79,20230202181532,http://tong.visitkorea.or.kr/cms/resource/68/2879068_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2879068_image3_1.jpg,Type3,127.1040749597,37.5141653654,6,20240418160312,18,,Adidas - Lotte World Mall Branch [Tax Refund Shop] (아디다스 롯데월드몰),05551
"20, Bulgwang-ro, Eunpyeong-gu, Seoul",,1,A04,A0401,A04011000,2956388,79,20230117191549,http://tong.visitkorea.or.kr/cms/resource/54/2878254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2878254_image3_1.jpg,Type3,126.9289354269,37.6097677758,6,20240422114552,22,,Adidas - NC Bulgwang Branch [Tax Refund Shop] (아디다스 NC불광점),03397
"B2F, 124, Singomae-ro, Giheung-gu, Yongin-si, Gyeonggi-do","ADIDAS, 7F of Lotte Department Store",1,A04,A0401,A04011000,2954424,79,20230123222313,http://tong.visitkorea.or.kr/cms/resource/18/2878818_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2878818_image3_1.jpg,Type3,127.0712300203,37.5390535504,6,20240423100403,6,,Adidas - Starcity Mall Branch [Tax Refund Shop] (아디다스 건대스타시티),05065
"513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2959132,79,20230204104833,http://tong.visitkorea.or.kr/cms/resource/16/2879916_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2879916_image3_1.jpg,Type3,127.0592179950,37.5119175967,6,20240423104837,1,,Adidas - Starfield Coex Mall Branch [Tax Refund Shop] (아디다스 스타필드 코엑스몰점),06164
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323905,79,20240625082414,http://tong.visitkorea.or.kr/cms/resource/84/3312984_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3312984_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240626205943,8,,Adidas Golf - Mario Outlet Branch  [Tax Refund Shop] (아디다스골프 마리오아울렛),08511
"152, Gurojungang-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3326021,79,20240625132712,http://tong.visitkorea.or.kr/cms/resource/98/3312798_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3312798_image3_1.jpg,Type3,126.8827871414,37.5012129024,6,20240628085744,7,,Adidas Golf - NC Singuro Branch [Tax Refund Shop] (아디다스골프 nc신구로),08292
"662, Gyeongin-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3324054,79,20240625084832,http://tong.visitkorea.or.kr/cms/resource/09/3314109_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3314109_image3_1.jpg,Type3,126.8884169673,37.5089148857,6,20240627014935,7,,Adidas Golf [Tax Refund Shop] (아디다스골프),08209
"209, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,3324123,79,20240625085447,http://tong.visitkorea.or.kr/cms/resource/20/3314120_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/20/3314120_image3_1.jpeg,Type3,126.9249974851,37.4905482278,6,20240627015057,5,,Adidas Golf [Tax Refund Shop] (아디다스골프),08708
"9, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,3324457,79,20240625094325,http://tong.visitkorea.or.kr/cms/resource/07/3313007_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3313007_image3_1.jpg,Type3,126.9055901684,37.5172308925,6,20240626210135,20,,Adidas Golf [Tax Refund Shop] (아디다스골프),07305
"46, Dongil-ro 204ga-gil, Nowon-gu, Seoul",,1,A04,A0401,A04011000,3324584,79,20240625095539,http://tong.visitkorea.or.kr/cms/resource/41/3313141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3313141_image3_1.jpg,Type3,127.0679274101,37.6413416033,6,20240627021048,9,,Adidas Kids - 2001 Outlet Junggye Branch [Tax Refund Shop]  (아디다스키즈 2001아울렛 중계),01783
"15, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,3324279,79,20240625091630,http://tong.visitkorea.or.kr/cms/resource/14/3314014_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3314014_image3_1.jpg,Type3,126.9053818370,37.5178335971,6,20240701082804,20,,Adidas Kids - TIMES SQUARE Branch [Tax Refund Shop] (아디다스 타임스퀘어),07305
"3F, 300, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2958591,79,20230202181319,http://tong.visitkorea.or.kr/cms/resource/66/2879066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2879066_image3_1.jpg,Type3,127.1040749597,37.5141653654,6,20240422081729,18,,Adidas Original - Lotte World Mall Branch [Tax Refund Shop] (아디다스오리지널 롯데월드몰),05551
"20, Myeongdong 8na-gil, Jung-gu, Seoul",,1,A04,A0401,A04011000,2957232,79,20230129201000,http://tong.visitkorea.or.kr/cms/resource/39/2878639_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2878639_image3_1.jpg,Type3,126.9839234454,37.5615632550,6,20240419144913,24,,Adidas Original - Myeongdong Branch [Tax Refund Shop] (아디다스오리지널 명동점),04536
"513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2959138,79,20230204104930,http://tong.visitkorea.or.kr/cms/resource/18/2879918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2879918_image3_1.jpg,Type3,127.0592179950,37.5119175967,6,20240422145656,1,,Adidas Original - Starfield Coex Branch [Tax Refund Shop] (아디다스오리지널 스타필드 코엑스점),06164
"15, Yeongjung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2955611,79,20230118222133,http://tong.visitkorea.or.kr/cms/resource/76/2880076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2880076_image3_1.jpg,Type3,126.9053818370,37.5178335971,6,20240422151543,20,,Adidas Original - TIMES SQUARE Branch [Tax Refund Shop] (아디다스오리지널 타임스퀘어점),07305
"401, Dogok-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2956202,79,20230125232753,,,,127.0534550587,37.4967859168,6,20240419153324,1,,Adidas [Tax Refund Shop] (아디다스),06206
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323938,79,20240625082959,http://tong.visitkorea.or.kr/cms/resource/70/3314070_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3314070_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240627023712,8,,Adidas [Tax Refund Shop] (아디다스),08511
"315, Dongsomun-ro, Seongbuk-gu, Seoul",,1,A04,A0401,A04011000,3324396,79,20240625093309,http://tong.visitkorea.or.kr/cms/resource/88/3313488_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3313488_image3_1.jpg,Type3,127.0287930253,37.6084530555,6,20240626211615,17,,Adidas [Tax Refund Shop] (아디다스),02730
"662, Gyeongin-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3324483,79,20240625094638,http://tong.visitkorea.or.kr/cms/resource/78/3313478_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/78/3313478_image3_1.jpeg,Type3,126.8884169673,37.5089148857,6,20240627022020,7,,Adidas [Tax Refund Shop] (아디다스),08209
"30, Teheran-ro 8-gil, Gangnam-gu, Seoul",,1,A05,A0502,A05020300,555175,82,20080429023627,http://tong.visitkorea.or.kr/cms/resource/39/1807239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1807239_image3_1.jpg,Type3,127.0318125811,37.4968855167,6,20191231001333,1,,Aedogin (에도긴),06240
"1F, 54, Garosu-gil, Gangnam-gu, Seoul",1F,1,A04,A0401,A04011000,2955674,79,20230130120839,,,,127.0229682413,37.5216380387,6,20240418092922,1,,Aēsop - Garosu Branch [Tax Refund Shop] (이솝 가로수),06029
"5, Seolleung-ro 162-gil, Gangnam-gu, Seoul",B2-280,1,A04,A0401,A04011000,2956896,79,20230127210207,,,,126.9266241202,37.5258580443,6,20240423083925,20,,Aēsop - IFC Mall Branch [Tax Refund Shop] (이솝 IFC몰),07326
"2F, #91, 147, Gijanghaean-ro, Gijang-eup, Gijang-gun, Busan","Store# R-31, B1",1,A04,A0401,A04011000,2958948,79,20230204102515,http://tong.visitkorea.or.kr/cms/resource/91/2879891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2879891_image3_1.jpg,Type3,127.0608234799,37.5092457134,6,20240422140349,1,,Aēsop - Parnas Mall Branch [Tax Refund Shop] (이솝 파르나스몰),06164
"58-3, Samcheong-ro, Jongno-gu, Seoul",,1,A04,A0401,A04011000,2954215,79,20230125154726,,,,126.9804954301,37.5809776041,6,20240417151625,23,,Aēsop - Samcheong Branch [Tax Refund Shop] (이솝 삼청),03053
"662, Gyeongin-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3324397,79,20240625093309,http://tong.visitkorea.or.kr/cms/resource/55/3313255_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/55/3313255_image3_1.jpeg,Type3,126.8884169673,37.5089148857,6,20240627021429,7,,Aesop [Tax Refund Shop] (이숍),08209
"36 Seogang-ro 11-gil, Mapo-gu, Seoul",,1,A05,A0502,A05020900,3111739,82,20231120145853,http://tong.visitkorea.or.kr/cms/resource/69/3044069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3044069_image3_1.jpg,Type1,126.9317839626,37.5541465157,6,20240326165101,13,,Aeum (에움),04061
"557, Gangnam-daero, Seocho-gu, Seoul",,1,A04,A0401,A04011000,3326082,79,20240625133006,http://tong.visitkorea.or.kr/cms/resource/85/3313485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3313485_image3_1.jpg,Type3,127.0206548473,37.5115947192,6,20240626211612,15,,Aevc Plastic Surgery [Tax Refund Shop] (아베크성형외과),06531
"10, Gukhoe-daero, 34-gil, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020100,2693537,82,20201208184635,http://tong.visitkorea.or.kr/cms/resource/21/2682821_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2682821_image2_1.jpg,Type3,126.8973573194,37.5266990898,6,20210325204000,20,+82-507-1344-4127,Aeworui Bam (애월의밤),07257
"B1F #43, 275, Jangchungdan-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2954051,79,20230125124709,http://tong.visitkorea.or.kr/cms/resource/12/2878712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2878712_image3_1.jpg,Type3,127.0088293006,37.5689100708,6,20240416161426,24,,Africa Eyewear - Doota Branch [Tax Refund Shop] (아프리카안경 두타),04563
"B2 13-1, 2, 14, World Cup-ro 1-gil, Mapo-gu, Seoul","B2 13-1, 2",1,A04,A0401,A04011000,2960012,79,20230202171333,http://tong.visitkorea.or.kr/cms/resource/09/2878309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2878309_image3_1.jpg,Type3,126.9120747621,37.5501021892,6,20240422083511,13,,Africa Eyewear - Hapjeong Kyobo Book Centre Branch [Tax Refund Shop] (아프리카안경원 합정교보문고점),04024
"MF, AFRICA EYEWEAR, B77 Haneul-gil, Gangseo-gu, Seoul","MF, AFRICA EYEWEAR",1,A04,A0401,A04011000,2960567,79,20230205141040,,,,126.8015844987,37.5621960337,6,20240422082642,4,,Africa Eyewear - Lotte Mall Gimpo Airport Branch [Tax Refund Shop] (아프리카안경 롯데몰김포),07505
"3F, 300, Olympic-ro, Songpa-gu, Seoul",,1,A04,A0401,A04011000,2960140,79,20230202173138,http://tong.visitkorea.or.kr/cms/resource/35/2878935_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2878935_image3_1.jpg,Type3,127.1040749597,37.5141653654,6,20240422085444,18,,Africa Eyewear - Lotte World Mall Branch [Tax Refund Shop] (아프리카안경 롯데월드몰),05551
"B1F, 521, Teheran-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2958966,79,20230204102707,http://tong.visitkorea.or.kr/cms/resource/95/2879895_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2879895_image3_1.jpg,Type3,127.0608234799,37.5092457134,6,20240423091814,1,,Africa Eyewear - Parnas Mall Branch [Tax Refund Shop] (아프리카안경 파르나스몰),06164
"24-1, Samcheong-ro, Jongno-gu, Seoul",,1,A02,A0206,A02060500,1371833,78,20110825202418,http://tong.visitkorea.or.kr/cms/resource/46/1837746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1837746_image3_1.jpg,Type3,126.9799261216,37.5780196040,6,20221026165120,23,+82-2-730-2430,Africa Museum of Art (아프리카미술관),03062
"21, Yulgok-ro 10-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020200,2666005,82,20200730223911,http://tong.visitkorea.or.kr/cms/resource/34/2655034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2655034_image2_1.jpg,Type3,126.9911140299,37.5766282998,6,20210319012200,23,+82-70-4403-0033,After Work 33 (에프터워크33),03134
"662, Gyeongin-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3324411,79,20240625093530,http://tong.visitkorea.or.kr/cms/resource/34/3313734_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/34/3313734_image3_1.jpeg,Type3,126.8884169673,37.5089148857,6,20240627022822,7,,Agabang Flex [Tax Refund Shop] (아가방플렉스),08209
"315, Dongsomun-ro, Seongbuk-gu, Seoul",,1,A04,A0401,A04011000,3325079,79,20240625104726,http://tong.visitkorea.or.kr/cms/resource/60/3314560_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3314560_image3_1.jpg,Type3,127.0287930253,37.6084530555,6,20240628161412,17,,Agabang Flex [Tax Refund Shop] (아가방플렉스),02730
"152, Gurojungang-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3323192,79,20240625003056,http://tong.visitkorea.or.kr/cms/resource/51/3314451_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3314451_image3_1.jpg,Type3,126.8827871414,37.5012129024,6,20240627024525,7,,Agabang [Tax Refund Shop] (아가방),08292
"3F, 1955, Goyang-daero, Deogyang-gu, Goyang-si, Gyeonggi-do",AK Plaza,1,A04,A0401,A04011000,2959920,79,20230202161856,http://tong.visitkorea.or.kr/cms/resource/76/2891076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2891076_image3_1.jpg,Type3,126.9265121176,37.5577987750,6,20240423100829,13,,Age 20´S [Tax Refund Shop] (AGE 20´S),04051
"720, Seolleung-ro, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,3323464,79,20240625015154,http://tong.visitkorea.or.kr/cms/resource/34/3313634_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3313634_image3_1.jpg,Type3,127.0408777930,37.5191219856,6,20240627022541,1,,Aging L Plastic Surgery [Tax Refund Shop] (에이징엘성형외과의원),06065
"209, Bongcheon-ro, Gwanak-gu, Seoul",,1,A04,A0401,A04011000,3324197,79,20240625090309,http://tong.visitkorea.or.kr/cms/resource/37/3314037_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/37/3314037_image3_1.jpeg,Type3,126.9249974851,37.4905482278,6,20240627014632,5,,Agnes [Tax Refund Shop] (아그네스),08708
"35-7, Dongho-ro 24-gil, Jung-gu, Seoul",,1,A05,A0502,A05020100,2659035,82,20200610000821,http://tong.visitkorea.or.kr/cms/resource/36/3108436_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/3108436_image3_1.JPG,Type3,127.0050882043,37.5608414965,6,20240308151351,24,+82-2-2263-5554,Agurang Kkotgerang (아구랑꽃게랑),04617
